"id";"category_id";"locale";"slug";"name";"created_at";"updated_at"
;17;"es";;"Asesoramiento";2023-06-05 00:00:00;2023-09-07 10:39:18
;18;"es";;"Cuidado";2023-06-05 00:00:00;2023-09-07 10:39:18
;19;"es";;"Comunicación";2023-06-05 00:00:00;2023-09-07 10:39:18
;20;"es";;"Comunidad";2023-06-05 00:00:00;2023-09-07 10:39:18
;21;"es";;"Construcción";2023-06-05 00:00:00;2023-09-07 10:39:18
;22;"es";;"Culinaria";2023-06-05 00:00:00;2023-09-07 10:39:18
;23;"es";;"Cultura";2023-06-05 00:00:00;2023-09-07 10:39:18
;24;"es";;"Educación";2023-06-05 00:00:00;2023-09-07 10:39:18
;25;"es";;"Entretenimiento";2023-06-05 00:00:00;2023-09-07 10:39:18
;26;"es";;"Agricultura y Jardinería";2023-06-05 00:00:00;2023-09-07 10:39:18
;27;"es";;"Mantenimiento";2023-06-05 00:00:00;2023-09-07 10:39:18
;28;"es";;"Organización";2023-06-05 00:00:00;2023-09-07 10:39:18
;29;"es";;"Recreación";2023-06-05 00:00:00;2023-09-07 10:39:18
;30;"es";;"Investigación";2023-06-05 00:00:00;2023-09-07 10:39:18
;31;"es";;"Tecnología";2023-06-05 00:00:00;2023-09-07 10:39:18
;32;"es";;"Transporte";2023-06-05 00:00:00;2023-09-07 10:39:18
;33;"es";;"Asesoramiento Personal";2023-06-05 00:00:00;2023-09-07 10:39:18
;34;"es";;"Asesoramiento Profesional";2023-06-05 00:00:00;2023-09-07 10:39:18
;35;"es";;"Asesoramiento en Sostenibilidad";2023-06-05 00:00:00;2023-09-07 10:39:18
;36;"es";;"Cuidado de Niños";2023-06-05 00:00:00;2023-09-07 10:39:18
;37;"es";;"Cuidado de Ancianos";2023-06-05 00:00:00;2023-09-07 10:39:18
;38;"es";;"Atención Médica";2023-06-05 00:00:00;2023-09-07 10:39:18
;39;"es";;"Hospitalidad";2023-06-05 00:00:00;2023-09-07 10:39:18
;40;"es";;"Cuidado de Mascotas";2023-06-05 00:00:00;2023-09-07 10:39:18
;41;"es";;"Bienestar";2023-06-05 00:00:00;2023-09-07 10:39:18
;42;"es";;"Idioma";2023-06-05 00:00:00;2023-09-07 10:39:18
;43;"es";;"Medios";2023-06-05 00:00:00;2023-09-07 10:39:18
;44;"es";;"Presentación";2023-06-05 00:00:00;2023-09-07 10:39:18
;45;"es";;"Escritura y Contenido";2023-06-05 00:00:00;2023-09-07 10:39:18
;46;"es";;"Activismo y Política";2023-06-05 00:00:00;2023-09-07 10:39:18
;47;"es";;"Eventos Comunitarios";2023-06-05 00:00:00;2023-09-07 10:39:18
;48;"es";;"Proyectos Comunitarios";2023-06-05 00:00:00;2023-09-07 10:39:18
;49;"es";;"Gobernanza";2023-06-05 00:00:00;2023-09-07 10:39:18
;50;"es";;"Construcción";2023-06-05 00:00:00;2023-09-07 10:39:18
;51;"es";;"Mejoras del hogar";2023-06-05 00:00:00;2023-09-07 10:39:18
;52;"es";;"Pintura (Artesanía)";2023-06-05 00:00:00;2023-09-07 10:39:18
;53;"es";;"Trabajo de Metal";2023-06-05 00:00:00;2023-09-07 10:39:18
;54;"es";;"Fontanería";2023-06-05 00:00:00;2023-09-07 10:39:18
;55;"es";;"Carpintería";2023-06-05 00:00:00;2023-09-07 10:39:18
;56;"es";;"Eventos Culinarios";2023-06-05 00:00:00;2023-09-07 10:39:18
;57;"es";;"Preparación de Comida / Bebidas";2023-06-05 00:00:00;2023-09-07 10:39:18
;58;"es";;"Servicio de Restaurante";2023-06-05 00:00:00;2023-09-07 10:39:18
;59;"es";;"Actuación";2023-06-05 00:00:00;2023-09-07 10:39:18
;60;"es";;"Arte y Creatividad";2023-06-05 00:00:00;2023-09-07 10:39:18
;61;"es";;"Danza";2023-06-05 00:00:00;2023-09-07 10:39:18
;62;"es";;"Diseño y Arquitectura";2023-06-05 00:00:00;2023-09-07 10:39:18
;63;"es";;"Literatura y Poesía";2023-06-05 00:00:00;2023-09-07 10:39:18
;64;"es";;"Música";2023-06-05 00:00:00;2023-09-07 10:39:18
;65;"es";;"Video y Fotografía";2023-06-05 00:00:00;2023-09-07 10:39:18
;66;"es";;"Educación General";2023-06-05 00:00:00;2023-09-07 10:39:18
;67;"es";;"Educación Primaria";2023-06-05 00:00:00;2023-09-07 10:39:18
;68;"es";;"Educación Profesional";2023-06-05 00:00:00;2023-09-07 10:39:18
;69;"es";;"Educación Secundaria";2023-06-05 00:00:00;2023-09-07 10:39:18
;70;"es";;"Educación Universitaria";2023-06-05 00:00:00;2023-09-07 10:39:18
;71;"es";;"Entretenimiento y Actuaciones";2023-06-05 00:00:00;2023-09-07 10:39:18
;72;"es";;"Juegos";2023-06-05 00:00:00;2023-09-07 10:39:18
;73;"es";;"Limpieza y Orden";2023-06-05 00:00:00;2023-09-07 10:39:18
